latitude,longitude,area_code
-43.5435791015625,172.6154327392578,326100
-43.53165,172.6432,327000
-43.86746,173.00501,333300
-43.50552,172.63663,322100
-43.5197739,172.6299351,323900
-43.52401,172.64234,325800
-43.52963,172.6451,327000
-43.58137,172.77607,363800
-43.52014,172.64573,325302
-43.5116,172.61784,323000
-43.47649,172.67465,321302
-43.54258,172.63575,328100
-43.86751,173.00637,333300
-43.5306,172.64324,327000
-43.52128,172.52786,318700
-43.5596,172.73788,332100
-43.51936,172.626,323000
-43.53368,172.64213,327000
-43.5233,172.63623,325800
-43.55613,172.5882,325000
-43.533924,172.641937,327000
-43.51329,172.62607,323900
-43.528469,172.649338,327000
-43.80892,172.96117,333400
-43.49858,172.62701,322100
-43.51918,172.64431,325302
-43.52537,172.64181,325800
-43.51294,172.61671,323000
-43.54037,172.61873,326400
-43.52342,172.67345,327800
-43.52682,172.62979,325700
-43.52768,172.64505,327000
-43.56859,172.75874,332700
-43.52533,172.64,325800
-43.50109,172.55823,317501
-43.49878,172.55842,317501
-43.4515,172.66354,317201
-43.528942,172.610428,325200
-43.544708,172.60907,326100
-43.73582,172.77979,333100
-43.5329,172.6303,325700
-43.53037,172.64431,327000
-43.54585,172.60841,326100
-43.54406,172.60803,326100
-43.54471,172.60907,326100
-43.52527,172.63978,325800
-43.54008,172.61834,326400
-43.5449,172.60915,326100
-43.52614,172.64108,325800
-43.52047,172.65235,326800
-43.53372,172.54864,319800
-43.53151,172.60915,325200
-43.52602,172.63889,325800
-43.53888,172.62046,327100
-43.53293,172.64265,327000
-43.52152,172.64353,325800
-43.54026,172.61786,326400
-43.62026,172.64912,332200
-43.52304,172.6425,325800
-43.53066,172.64341,327000
-43.523963928222656,172.59078979492188,322400
-43.51924,172.64817,325302
-43.77256,172.78811,333100
-43.55722,172.63489,329100
-43.52764,172.60326,323200
-43.50408,172.61452,322200
-43.46805,172.57649,316700
-43.46947,172.57783,317000
-43.55041,172.60932,326900
-43.80187,172.97091,333500
-43.80881,172.96264,333500
-43.82937,172.94591,333300
-43.54003,172.6181,326400
-43.6205440976814,172.64596611387046,332200
-43.81016,172.96106,333500
-43.58731,172.60726,330000
-43.52948,172.60972,325200
-43.52717,172.61091,323200
-43.52902,172.61073,325200
-43.52776,172.61058,323200
-43.50798,172.64693,323100
-43.51678,172.60084,321500
-43.48845,172.57352,318000
-43.80574,172.98993,333300
-43.80831,172.96179,333400
-43.52632,172.63052,325700
-43.80836,172.96205,333400
-43.80856,172.96179,333400
-43.80961,172.96153,333500
-43.51943,172.60747,322600
-43.57629,172.62832,330300
-43.54127,172.66309,328900
-43.79488,172.96868,333300
-43.67456,172.81526,333201
-43.54561,172.61926,327400
-43.75464,172.81694,333100
-43.52579,172.64802,327000
-43.52702,172.64745,327000
-43.52672,172.64826,327000
-43.51813,172.64443,325302
-43.599133,172.724884,332501
-43.5276975,172.631221,325700
-43.54965,172.63025,328700
-43.52093,172.53431,318700
-43.555,172.60435,326900
-43.81252,172.96107,333500
-43.51725,172.61913,323000
-43.63831,172.75225,332901
-43.51778,172.56057,319500
-43.80907,172.96978,333500
-43.5305,172.59351,323300
-43.51562,172.61414,323000
-43.53071,172.63806,326600
-43.5825,172.70492,331600
-43.80925,172.90809,333300
-43.50551,172.57202,319200
-43.523804,172.630768,325700
-43.52756118774414,172.6314697265625,325700
-43.55439,172.60052,326900
-43.52835,172.63261,325700
-43.60476,172.68934,332501
-43.64096,172.71326,332901
-43.52477,172.64196,325800
-43.53066,172.64841,327000
-43.56443,172.60985,329500
-43.53148,172.64991,327000
-43.51954,172.63792,324800
-43.53472,172.63009,326600
-43.813106536865234,172.9611053466797,333500
-43.53391,172.62885,325700
-43.56019,172.66271,330900
-43.57766,172.77481,332700
-43.58259,172.63994,331300
-43.53235,172.64914,327100
-43.48719,172.60111,319400
-43.561508,172.6138,328200
-43.53239,172.64928,327100
-43.50333786010742,172.6168975830078,322200
-43.5289073,172.6461528,327000
-43.51498,172.616,323000
-43.81003,172.9623,333500
-43.51529,172.6163,323000
-43.5455,172.60661,326100
-43.57344927071493,172.74799834970196,332400
-43.57435,172.63341,331300
-43.53136,172.58828,323300
-43.53171,172.58766,323300
-43.53197,172.58719,323300
-43.51386,172.65297,325900
-43.52249,172.6441,325800
-43.572243,172.75946,332700
-43.76267,172.94449,333300
-43.78454,172.94965,333300
-43.80918,172.96382,333500
-43.78648,172.952702,333300
-43.50779,172.73028,330200
-43.81012,172.90813,333300
-43.56375,172.64411,330600
-43.57262,172.74677,332400
-43.51457,172.62393,323900
-43.56629,172.65093,331200
-43.55188,172.55531,322500
-43.51806,172.60983,322600
