TimeFrame,Location ID,Dwelling Type,Total Bonds,Active Bonds,Closed Bonds,Median Rent,Geometric Mean Rent
1/07/2022,136400,House,12,78,6,865,846
1/07/2022,136500,House,15,195,12,640,615
1/07/2022,136600,House,9,135,6,610,605
1/07/2022,136800,House,9,48,3,660,523
1/07/2022,137000,House,9,57,3,650,657
1/07/2022,137200,House,21,135,12,650,640
1/07/2022,137400,House,12,93,6,950,1108
1/07/2022,137600,House,9,78,9,725,739
1/07/2022,137800,House,6,39,6,700,706
1/07/2022,137900,House,9,72,3,635,626
1/07/2022,138200,House,6,96,12,610,614
1/07/2022,138300,House,6,168,6,650,680
1/07/2022,138400,House,12,69,6,775,815
1/07/2022,138500,House,6,57,0,800,808
1/07/2022,138600,House,6,93,6,610,625
1/07/2022,138700,House,6,48,0,760,734
1/07/2022,138900,House,12,135,9,665,676
1/07/2022,139000,House,6,30,3,750,780
1/07/2022,139200,House,6,45,3,885,932
1/07/2022,139400,House,6,51,6,730,771
1/07/2022,139500,House,6,63,3,660,653
1/07/2022,139600,House,15,129,9,630,633
1/07/2022,139700,House,6,117,12,710,698
1/07/2022,139800,House,18,177,9,650,645
1/07/2022,140000,House,9,60,9,850,834
1/07/2022,140200,House,6,60,6,813,787
1/07/2022,140300,House,12,75,6,790,839
1/07/2022,140400,House,9,129,6,610,565
1/07/2022,140500,House,12,60,6,838,890
1/07/2022,140900,House,9,117,6,610,599
1/07/2022,141100,House,18,102,15,850,812
1/07/2022,141200,House,6,39,9,700,695
1/07/2022,141300,House,6,60,6,625,643
1/07/2022,141800,House,12,69,6,898,798
1/07/2022,141900,House,6,54,6,700,715
1/07/2022,142000,House,9,90,12,660,663
1/07/2022,142100,House,9,132,9,650,642
1/07/2022,142200,House,18,129,12,710,714
1/07/2022,142300,House,9,78,9,650,637
1/07/2022,142400,House,9,45,3,795,760
1/07/2022,142700,House,12,51,3,800,809
1/07/2022,142800,House,15,156,9,698,683
1/07/2022,142900,House,9,63,3,640,643
1/07/2022,143000,House,12,72,9,813,818
1/07/2022,143100,House,6,105,3,760,773
1/07/2022,143300,House,6,114,6,685,681
1/07/2022,143400,House,12,69,3,693,702
1/07/2022,143500,House,6,87,9,730,699
1/07/2022,143700,House,9,75,3,770,774
1/07/2022,143800,House,15,126,9,695,702
1/07/2022,143900,House,6,102,9,710,718
1/07/2022,144100,House,6,99,0,708,710
1/07/2022,144300,House,6,105,3,685,686
1/07/2022,144400,House,9,126,9,668,682
1/07/2022,144500,House,12,99,9,665,650
1/07/2022,144700,House,9,234,6,665,672
1/07/2022,144800,House,12,99,15,730,733
1/07/2022,144900,House,6,33,3,815,815
1/07/2022,145000,House,12,93,9,680,734
1/07/2022,145100,House,9,93,6,770,783
1/07/2022,145200,House,9,54,9,650,660
1/07/2022,145300,House,6,69,12,675,660
1/07/2022,145600,House,12,123,12,668,672
1/07/2022,145800,House,6,282,6,660,672
1/07/2022,146000,House,6,57,9,650,656
1/07/2022,146100,House,6,87,6,723,718
1/07/2022,146200,House,21,150,15,640,653
1/07/2022,146300,House,21,291,12,600,464
1/07/2022,146500,House,6,126,6,665,635
1/07/2022,146600,House,6,144,3,650,636
1/07/2022,146800,House,6,72,6,695,703
1/07/2022,147000,House,15,303,9,630,585
1/07/2022,147100,House,9,156,6,630,529
1/07/2022,147200,House,18,198,12,650,608
1/07/2022,147800,House,6,63,3,645,645
1/07/2022,148000,House,12,51,6,708,681
1/07/2022,148100,House,6,51,6,655,652
1/07/2022,148300,House,9,75,3,630,684
1/07/2022,148400,House,9,51,3,670,638
1/07/2022,148600,House,6,66,6,590,596
1/07/2022,149000,House,18,180,15,650,654
1/07/2022,149100,House,6,126,6,620,640
1/07/2022,149200,House,9,102,3,640,637
1/07/2022,149300,House,15,177,15,620,625
1/07/2022,149500,House,6,78,9,690,662
1/07/2022,149700,House,18,198,15,638,640
1/07/2022,149800,House,15,117,9,700,688
1/07/2022,149900,House,6,39,3,525,525
1/07/2022,150200,House,9,75,6,625,634
1/07/2022,150300,House,9,93,6,650,646
1/07/2022,150400,House,9,114,12,685,680
1/07/2022,150500,House,15,141,9,610,613
1/07/2022,150700,House,15,165,18,620,594
1/07/2022,150800,House,9,72,3,650,679
1/07/2022,151300,House,18,222,9,635,649
1/07/2022,151400,House,6,90,6,645,655
1/07/2022,151500,House,6,114,3,690,679
1/07/2022,151800,House,9,93,9,580,601
1/07/2022,152000,House,15,120,6,673,662
1/07/2022,152100,House,6,93,3,638,629
1/07/2022,152200,House,9,120,3,653,663
1/07/2022,152400,House,18,138,12,670,668
1/07/2022,152500,House,12,111,12,683,683
1/07/2022,152800,House,6,60,0,648,630
1/07/2022,152900,House,6,93,6,638,636
1/07/2022,153100,House,9,81,6,720,709
1/07/2022,153200,House,6,39,0,680,673
1/07/2022,153300,House,6,126,3,675,653
1/07/2022,153400,House,6,48,3,590,621
1/07/2022,153500,House,9,72,3,620,620
1/07/2022,153600,House,6,42,3,608,599
1/07/2022,153700,House,6,93,6,685,676
1/07/2022,153800,House,9,84,3,680,666
1/07/2022,154000,House,9,129,6,650,639
1/07/2022,154200,House,12,150,9,633,582
1/07/2022,154400,House,6,60,3,715,710
1/07/2022,154800,House,21,138,6,600,447
1/07/2022,154900,House,15,114,15,680,662
1/07/2022,155000,House,6,66,6,735,736
1/07/2022,155100,House,12,96,6,650,661
1/07/2022,155400,House,9,84,6,695,658
1/07/2022,155600,House,15,147,9,650,608
1/07/2022,155700,House,6,78,0,620,490
1/07/2022,155900,House,12,111,6,643,636
1/07/2022,156200,House,15,117,9,630,641
1/07/2022,156400,House,6,42,3,828,812
1/07/2022,156500,House,6,84,3,640,656
1/07/2022,156700,House,6,78,6,630,613
1/07/2022,157500,House,12,138,9,673,671
1/07/2022,157700,House,6,147,6,615,611
1/07/2022,157900,House,6,123,0,640,645
1/07/2022,158300,House,9,72,6,710,710
1/07/2022,158400,House,9,90,3,600,592
1/07/2022,158500,House,9,105,6,650,653
1/07/2022,158700,House,15,168,12,620,617
1/07/2022,158800,House,12,153,6,640,607
1/07/2022,159100,House,18,126,15,615,609
1/07/2022,159200,House,24,228,12,640,622
1/07/2022,159500,House,15,114,15,580,591
1/07/2022,159700,House,6,123,3,650,640
1/07/2022,159900,House,12,153,12,678,647
1/07/2022,160000,House,15,192,9,660,624
1/07/2022,160100,House,9,135,9,575,546
1/07/2022,160200,House,9,213,12,610,604
1/07/2022,160500,House,9,144,6,620,642
1/07/2022,160600,House,21,234,12,620,666
1/07/2022,160700,House,9,129,9,670,672
1/07/2022,160800,House,15,117,9,618,629
1/07/2022,160900,House,27,207,21,630,617
1/07/2022,161200,House,15,138,9,650,647
1/07/2022,161300,House,21,237,18,570,589
1/07/2022,161400,House,6,54,9,650,584
1/07/2022,161600,House,6,108,6,645,635
1/07/2022,162000,House,9,120,9,630,621
1/07/2022,162100,House,15,114,15,660,668
1/07/2022,162600,House,21,108,6,660,657
1/07/2022,163000,House,9,177,15,610,607
1/07/2022,163100,House,6,87,6,640,623
1/07/2022,163200,House,9,135,6,560,589
1/07/2022,163300,House,15,114,15,600,594
1/07/2022,163500,House,24,261,6,610,508
1/07/2022,163600,House,6,132,12,620,616
1/07/2022,163700,House,18,141,18,623,620
1/07/2022,163900,House,12,90,9,630,652
1/07/2022,164000,House,6,105,12,595,618
1/07/2022,164200,House,9,132,6,598,528
1/07/2022,164300,House,12,63,3,600,609
1/07/2022,164500,House,12,102,12,535,545
1/07/2022,165300,House,24,246,15,590,565
1/07/2022,165500,House,21,315,21,590,588
1/07/2022,165700,House,6,96,3,540,535
1/07/2022,167100,House,6,120,12,550,549
1/07/2022,167800,House,6,93,9,550,531
1/07/2022,168500,House,6,66,3,535,561
1/07/2022,168900,House,6,54,3,575,497
1/07/2022,169000,House,6,42,3,378,320
1/07/2022,169200,House,9,138,6,550,521
1/07/2022,169500,House,6,66,3,443,440
1/07/2022,169600,House,6,66,6,480,333
1/07/2022,170000,House,9,129,9,550,560
1/07/2022,171100,House,6,42,9,510,510
1/07/2022,171400,House,12,189,18,500,511
1/07/2022,171500,House,12,189,12,485,490
1/07/2022,171600,House,12,108,6,558,569
1/07/2022,171900,House,9,60,3,590,474
1/07/2022,172100,House,9,84,3,552,545
1/07/2022,173900,House,9,120,6,520,517
1/07/2022,174000,House,9,111,9,480,490
1/07/2022,174200,House,6,48,3,450,468
1/07/2022,174900,House,9,111,12,540,525
1/07/2022,175000,House,15,141,6,500,517
1/07/2022,175300,House,6,63,9,600,613
1/07/2022,175600,House,9,75,6,630,625
1/07/2022,175700,House,12,117,12,545,543
1/07/2022,175800,House,9,114,6,620,627
1/07/2022,176000,House,9,99,6,573,573
1/07/2022,176100,House,12,150,12,615,606
1/07/2022,176200,House,9,102,15,630,623
1/07/2022,176400,House,12,171,12,550,562
1/07/2022,176500,House,6,96,6,560,571
1/07/2022,176600,House,9,105,0,605,595
1/07/2022,176800,House,9,216,6,530,529
1/07/2022,177100,House,12,156,6,540,533
1/07/2022,177200,House,9,246,9,500,503
1/07/2022,177300,House,12,144,6,560,575
1/07/2022,177400,House,18,126,6,560,540
1/07/2022,177500,House,15,87,6,560,569
1/07/2022,177600,House,12,129,6,550,509
1/07/2022,177700,House,21,141,15,550,519
1/07/2022,177800,House,12,123,12,555,551
1/07/2022,177900,House,12,186,12,560,569
1/07/2022,178000,House,21,228,15,550,507
1/07/2022,178100,House,12,150,9,535,513
1/07/2022,178200,House,24,261,21,520,522
1/07/2022,178300,House,18,102,9,565,569
1/07/2022,178400,House,9,117,6,540,547
1/07/2022,178500,House,15,186,9,555,555
1/07/2022,178700,House,18,162,12,520,517
1/07/2022,178800,House,18,255,15,550,543
1/07/2022,179100,House,15,147,12,530,528
1/07/2022,179200,House,9,39,3,650,626
1/07/2022,179300,House,9,96,3,590,575
1/07/2022,179500,House,21,225,18,585,586
1/07/2022,179600,House,18,162,15,580,580
1/07/2022,179700,House,15,132,6,595,586
1/07/2022,179800,House,12,81,9,540,542
1/07/2022,179900,House,21,249,18,510,478
1/07/2022,180100,House,21,243,12,560,552
1/07/2022,180200,House,15,183,12,540,513
1/07/2022,180300,House,15,186,15,550,536
1/07/2022,180400,House,12,117,9,515,510
1/07/2022,180500,House,6,159,6,550,552
1/07/2022,180600,House,9,147,9,550,547
1/07/2022,180700,House,15,219,12,550,546
1/07/2022,180800,House,9,123,6,500,506
1/07/2022,180900,House,9,129,6,540,540
1/07/2022,181000,House,9,99,6,580,566
1/07/2022,181100,House,9,93,6,520,518
1/07/2022,181200,House,6,108,6,555,572
1/07/2022,182700,House,6,96,6,590,597
1/07/2022,182800,House,9,111,9,600,597
1/07/2022,183600,House,6,84,15,520,513
1/07/2022,183700,House,6,48,6,573,565
1/07/2022,183800,House,9,129,6,590,567
1/07/2022,183900,House,9,87,3,570,565
1/07/2022,184200,House,9,102,3,540,536
1/07/2022,184300,House,6,45,3,600,588
1/07/2022,184400,House,6,60,6,505,512
1/07/2022,184800,House,9,99,9,510,523
1/07/2022,185500,House,12,123,15,475,467
1/07/2022,185800,House,6,57,3,450,422
1/07/2022,186000,House,15,171,12,450,471
1/07/2022,186300,House,6,30,3,460,462
1/07/2022,186500,House,15,135,6,460,449
1/07/2022,186600,House,12,153,12,440,436
1/07/2022,186800,House,6,168,9,475,469
1/07/2022,187700,House,9,75,3,180,238
1/07/2022,188400,House,6,87,6,540,540
1/07/2022,188500,House,6,84,6,540,574
1/07/2022,188700,House,6,51,3,498,498
1/07/2022,188900,House,12,123,12,565,570
1/07/2022,189200,House,12,81,9,560,564
1/07/2022,189300,House,6,126,6,540,568
1/07/2022,189700,House,15,213,9,420,427
1/07/2022,190200,House,6,48,6,568,563
1/07/2022,190500,House,6,27,0,598,609
1/07/2022,190600,House,12,189,9,525,508
1/07/2022,191000,House,6,42,3,590,581
1/07/2022,191800,House,6,30,3,583,529
1/07/2022,191900,House,15,90,9,580,592
1/07/2022,192100,House,18,132,18,600,591
1/07/2022,192500,House,6,60,0,500,514
1/07/2022,192600,House,6,69,12,655,645
1/07/2022,192800,House,15,102,6,699,715
1/07/2022,192900,House,9,96,6,600,622
1/07/2022,193000,House,6,30,6,700,700
1/07/2022,193100,House,12,162,9,625,610
1/07/2022,193200,House,18,159,12,650,686
1/07/2022,193300,House,9,126,6,630,628
1/07/2022,193400,House,15,168,12,650,641
1/07/2022,193500,House,9,111,9,660,679
1/07/2022,193600,House,9,117,6,600,574
1/07/2022,193700,House,15,117,15,720,711
1/07/2022,193800,House,6,57,3,650,666
1/07/2022,194000,House,9,120,9,815,785
1/07/2022,194300,House,6,102,9,750,725
1/07/2022,194400,House,6,93,3,623,621
1/07/2022,194600,House,18,249,12,590,597
1/07/2022,194800,House,12,183,15,605,595
1/07/2022,194900,House,12,111,15,650,705
1/07/2022,195100,House,27,273,15,675,677
1/07/2022,195200,House,9,183,9,600,609
1/07/2022,195300,House,6,111,3,588,579
1/07/2022,195400,House,6,87,9,625,622
1/07/2022,195500,House,12,168,15,658,628
1/07/2022,195700,House,6,45,6,650,663
1/07/2022,195800,House,6,123,9,625,612
1/07/2022,196000,House,9,96,3,640,625
1/07/2022,196200,House,18,177,18,690,699
1/07/2022,196400,House,6,69,6,670,650
1/07/2022,196500,House,6,18,3,595,556
1/07/2022,196600,House,12,147,6,610,570
1/07/2022,196800,House,15,120,15,660,654
1/07/2022,196900,House,15,93,6,640,648
1/07/2022,197000,House,12,207,12,650,642
1/07/2022,197200,House,15,174,15,620,613
1/07/2022,197400,House,9,114,9,650,641
1/07/2022,197500,House,15,105,12,660,669
1/07/2022,197600,House,66,336,42,660,665
1/07/2022,198200,House,9,57,3,560,553
1/07/2022,198400,House,6,48,6,570,559
1/07/2022,198500,House,6,60,3,540,526
1/07/2022,198600,House,15,135,3,525,470
1/07/2022,198800,House,9,90,9,625,601
1/07/2022,199000,House,15,204,9,540,513
1/07/2022,199100,House,15,186,9,550,523
1/07/2022,199200,House,9,96,6,565,572
1/07/2022,199400,House,6,114,3,530,525
1/07/2022,199700,House,12,141,6,485,434
1/07/2022,199800,House,6,24,3,550,1134
1/07/2022,200200,House,9,84,3,570,560
1/07/2022,200300,House,6,69,6,565,560
1/07/2022,200500,House,6,111,9,548,545
1/07/2022,200700,House,9,57,6,600,609
1/07/2022,200800,House,6,60,0,630,624
1/07/2022,200900,House,21,186,12,560,494
1/07/2022,201300,House,6,18,3,590,592
1/07/2022,201400,House,6,111,0,550,450
1/07/2022,201500,House,6,87,6,600,579
1/07/2022,202600,House,9,135,3,550,552
1/07/2022,202700,House,9,105,9,590,564
1/07/2022,202800,House,6,102,6,520,541
1/07/2022,202900,House,6,81,3,560,564
1/07/2022,203200,House,6,84,6,630,589
1/07/2022,203900,House,15,198,15,380,380
1/07/2022,204400,House,12,171,6,410,427
1/07/2022,205400,House,6,36,6,665,690
1/07/2022,206000,House,6,75,6,570,567
1/07/2022,206100,House,9,78,3,650,646
1/07/2022,206300,House,6,69,3,635,635
1/07/2022,206400,House,6,72,6,615,582
1/07/2022,206500,House,6,51,0,570,592
1/07/2022,206900,House,6,57,6,613,639
1/07/2022,207000,House,6,90,9,505,499
1/07/2022,207800,House,12,153,12,400,406
1/07/2022,208800,House,9,198,15,480,500
1/07/2022,209100,House,6,108,3,570,562
1/07/2022,209200,House,6,123,3,525,532
1/07/2022,209700,House,6,72,6,600,601
1/07/2022,210600,House,6,69,6,625,629
1/07/2022,210700,House,6,63,0,518,548
1/07/2022,210800,House,6,48,3,603,583
1/07/2022,210900,House,12,111,9,555,560
1/07/2022,211000,House,9,108,3,550,570
1/07/2022,211100,House,6,57,6,613,603
1/07/2022,211800,House,12,72,9,670,655
1/07/2022,212900,House,6,24,3,710,747
1/07/2022,213200,House,9,72,9,590,597
1/07/2022,213400,House,9,78,6,650,639
1/07/2022,213500,House,6,54,3,643,633
1/07/2022,213600,House,6,57,6,600,603
1/07/2022,213700,House,6,75,6,625,581
1/07/2022,213900,House,6,57,3,638,619
1/07/2022,214600,House,6,90,9,630,542
1/07/2022,214900,House,9,111,3,625,619
1/07/2022,215000,House,9,105,3,550,493
1/07/2022,215100,House,12,114,6,573,585
1/07/2022,215200,House,9,105,3,590,648
1/07/2022,215300,House,6,126,3,515,509
1/07/2022,216000,House,6,63,3,475,487
1/07/2022,216300,House,15,153,9,530,513
1/07/2022,216700,House,6,33,6,505,514
1/07/2022,216800,House,9,117,9,550,551
1/07/2022,216900,House,15,84,6,560,585
1/07/2022,217100,House,6,63,6,555,546
1/07/2022,217300,House,9,72,3,570,578
1/07/2022,217400,House,9,159,12,550,556
1/07/2022,217500,House,12,132,6,550,533
1/07/2022,217800,House,12,111,15,575,586
1/07/2022,217900,House,6,60,3,590,555
1/07/2022,218000,House,6,90,6,513,508
1/07/2022,218100,House,9,138,12,570,562
1/07/2022,218300,House,12,102,6,550,540
1/07/2022,218400,House,21,105,15,585,588
1/07/2022,218500,House,6,162,9,480,458
1/07/2022,218600,House,9,63,6,600,576
1/07/2022,218700,House,9,57,9,560,560
1/07/2022,218900,House,6,102,6,450,465
1/07/2022,219600,House,6,87,6,508,516
1/07/2022,220300,House,6,57,6,490,460
1/07/2022,220400,House,6,66,6,460,472
1/07/2022,221300,House,6,39,3,525,532
1/07/2022,221700,House,12,90,12,450,433
1/07/2022,221800,House,9,75,3,470,447
1/07/2022,221900,House,9,108,3,500,459
1/07/2022,222500,House,6,99,0,380,374
1/07/2022,222700,House,6,108,3,405,405
1/07/2022,223700,House,6,21,6,535,454
1/07/2022,223800,House,6,87,3,485,500
1/07/2022,224000,House,6,81,6,503,498
1/07/2022,224300,House,9,138,6,490,489
1/07/2022,224500,House,6,51,0,550,552
1/07/2022,224600,House,6,87,6,465,312
1/07/2022,224800,House,6,126,6,478,454
1/07/2022,224900,House,12,81,9,400,430
1/07/2022,225200,House,6,63,3,473,465
1/07/2022,225300,House,9,99,6,470,449
1/07/2022,225400,House,12,54,6,460,453
1/07/2022,225500,House,9,75,9,500,486
1/07/2022,225800,House,6,66,3,508,492
1/07/2022,226700,House,6,60,0,500,501
1/07/2022,227900,House,6,117,6,575,580
1/07/2022,228000,House,9,45,3,560,539
1/07/2022,228100,House,9,63,6,550,546
1/07/2022,228300,House,9,81,0,550,544
1/07/2022,228800,House,6,33,3,500,458
1/07/2022,229000,House,6,72,0,598,601
1/07/2022,229100,House,12,108,3,570,559
1/07/2022,229300,House,21,138,12,540,545
1/07/2022,229500,House,6,93,6,560,570
1/07/2022,229600,House,15,162,3,550,545
1/07/2022,229800,House,12,108,9,530,518
1/07/2022,229900,House,12,90,9,540,535
1/07/2022,230100,House,9,96,6,540,456
1/07/2022,230200,House,12,111,6,545,550
1/07/2022,230300,House,15,141,12,550,537
1/07/2022,230500,House,6,75,6,550,570
1/07/2022,230700,House,15,207,15,540,524
1/07/2022,230800,House,12,141,6,550,552
1/07/2022,231200,House,12,123,12,540,523
1/07/2022,231300,House,12,108,6,550,548
1/07/2022,231400,House,6,51,6,520,525
1/07/2022,231500,House,9,117,6,560,555
1/07/2022,231700,House,6,57,6,555,562
1/07/2022,231800,House,18,138,18,573,566
1/07/2022,232300,House,15,96,6,530,536
1/07/2022,233200,House,6,63,6,395,382
1/07/2022,233300,House,9,117,6,430,431
1/07/2022,234100,House,6,54,3,575,556
1/07/2022,234200,House,9,48,0,490,444
1/07/2022,234300,House,6,57,6,490,486
1/07/2022,234600,House,6,33,0,520,504
1/07/2022,234900,House,6,90,6,545,543
1/07/2022,235100,House,6,51,6,583,563
1/07/2022,235200,House,9,51,6,500,495
1/07/2022,235400,House,6,33,3,435,434
1/07/2022,235500,House,9,102,6,520,534
1/07/2022,235600,House,9,96,6,540,542
1/07/2022,235800,House,9,138,6,530,540
1/07/2022,235900,House,6,90,6,530,520
1/07/2022,236300,House,9,63,9,563,552
1/07/2022,236500,House,6,132,9,550,550
1/07/2022,236800,House,12,111,15,613,607
1/07/2022,237100,House,6,81,9,665,674
1/07/2022,237500,House,9,90,6,650,642
1/07/2022,237600,House,6,105,12,645,627
1/07/2022,237800,House,12,135,9,598,597
1/07/2022,238300,House,6,66,6,630,678
1/07/2022,238500,House,9,81,6,600,597
1/07/2022,239000,House,6,21,3,690,667
1/07/2022,239200,House,6,186,6,670,670
1/07/2022,239300,House,6,108,3,600,583
1/07/2022,239800,House,6,45,3,690,669
1/07/2022,240000,House,6,33,3,725,704
1/07/2022,240100,House,6,21,6,818,822
1/07/2022,240200,House,6,117,9,680,667
1/07/2022,240400,House,12,42,0,695,695
1/07/2022,240500,House,6,87,3,610,593
1/07/2022,240600,House,18,84,15,750,746
1/07/2022,240800,House,9,108,3,585,498
1/07/2022,241400,House,12,75,3,650,583
1/07/2022,241600,House,12,72,6,665,664
1/07/2022,241700,House,9,63,9,640,661
1/07/2022,241800,House,6,39,3,600,461
1/07/2022,241900,House,9,87,3,625,467
1/07/2022,242100,House,12,102,6,635,551
1/07/2022,242200,House,6,39,6,750,746
1/07/2022,242600,House,9,102,3,650,631
1/07/2022,242900,House,6,60,6,608,603
1/07/2022,243200,House,9,93,3,680,677
1/07/2022,243500,House,6,27,6,665,680
1/07/2022,243700,House,12,45,3,695,688
1/07/2022,244000,House,12,78,9,625,569
1/07/2022,244100,House,12,87,6,580,598
1/07/2022,244400,House,9,54,6,660,529
1/07/2022,244700,House,9,81,9,650,680
1/07/2022,244800,House,9,48,6,725,734
1/07/2022,244900,House,9,90,3,680,662
1/07/2022,245000,House,9,60,9,750,751
1/07/2022,245100,House,6,69,6,650,615
1/07/2022,245200,House,6,81,9,650,649
1/07/2022,245400,House,12,99,15,633,616
1/07/2022,245500,House,6,75,3,700,701
1/07/2022,245600,House,6,75,9,690,669
1/07/2022,245900,House,6,69,3,605,492
1/07/2022,246000,House,6,120,6,685,658
1/07/2022,246100,House,9,78,9,680,674
1/07/2022,246400,House,6,87,3,638,629
1/07/2022,246900,House,12,120,9,630,636
1/07/2022,247000,House,6,120,3,615,633
1/07/2022,247200,House,6,51,3,700,727
1/07/2022,247300,House,12,78,6,573,535
1/07/2022,247400,House,9,69,3,625,480
1/07/2022,247600,House,12,102,6,650,642
1/07/2022,247700,House,6,132,3,660,654
1/07/2022,247900,House,9,87,6,680,651
1/07/2022,248100,House,9,102,6,750,745
1/07/2022,248300,House,9,114,6,630,645
1/07/2022,248400,House,21,129,12,650,644
1/07/2022,248500,House,9,57,6,600,622
1/07/2022,248600,House,6,144,9,650,665
1/07/2022,248700,House,15,126,6,650,589
1/07/2022,248900,House,15,162,9,695,676
1/07/2022,249100,House,6,42,3,688,688
1/07/2022,249200,House,12,108,9,673,680
1/07/2022,249400,House,15,156,3,683,602
1/07/2022,249500,House,15,171,9,650,639
1/07/2022,249600,House,9,84,9,723,747
1/07/2022,249700,House,12,168,12,660,665
1/07/2022,249800,House,9,66,0,690,709
1/07/2022,250000,House,6,60,6,768,780
1/07/2022,250100,House,6,39,3,598,647
1/07/2022,250300,House,6,72,3,710,809
1/07/2022,250500,House,9,63,3,700,731
1/07/2022,250600,House,6,69,3,770,745
1/07/2022,250800,House,12,99,9,740,723
1/07/2022,250900,House,6,111,6,985,971
1/07/2022,251200,House,6,81,9,825,831
1/07/2022,252200,House,9,114,3,800,781
1/07/2022,252400,House,6,75,3,785,823
1/07/2022,252500,House,6,114,9,745,726
1/07/2022,252600,House,6,57,0,835,823
1/07/2022,252800,House,6,93,3,768,740
1/07/2022,253000,House,9,123,9,750,750
1/07/2022,253100,House,12,114,9,700,704
1/07/2022,253600,House,9,87,3,750,749
1/07/2022,253700,House,6,90,6,773,769
1/07/2022,253800,House,6,84,9,795,804
1/07/2022,254000,House,6,66,3,775,775
1/07/2022,254100,House,6,48,3,725,730
1/07/2022,254200,House,12,66,6,773,760
1/07/2022,254300,House,6,57,0,753,746
1/07/2022,254400,House,6,69,6,780,807
1/07/2022,254600,House,6,33,3,895,1003
1/07/2022,254700,House,6,24,9,675,563
1/07/2022,254900,House,6,132,6,778,639
1/07/2022,255100,House,6,69,6,640,653
1/07/2022,255200,House,6,36,0,805,818
1/07/2022,255800,House,9,51,9,550,543
1/07/2022,256000,House,9,57,3,540,558
1/07/2022,256100,House,9,75,9,520,542
1/07/2022,256200,House,12,159,12,565,556
1/07/2022,256300,House,9,117,6,550,535
1/07/2022,256400,House,6,63,6,485,495
1/07/2022,256900,House,6,78,9,503,511
1/07/2022,257100,House,6,87,9,488,478
1/07/2022,257500,House,9,108,6,528,495
1/07/2022,257700,House,6,69,12,550,555
1/07/2022,257900,House,6,57,12,565,568
1/07/2022,301100,House,9,69,9,520,504
1/07/2022,301200,House,6,69,6,545,556
1/07/2022,301700,House,6,39,6,595,607
1/07/2022,302400,House,9,66,9,620,605
1/07/2022,302800,House,9,87,9,550,557
1/07/2022,302900,House,6,84,3,578,559
1/07/2022,303300,House,9,114,6,550,520
1/07/2022,304100,House,9,96,12,520,540
1/07/2022,304200,House,9,60,9,550,575
1/07/2022,304300,House,6,69,6,598,599
1/07/2022,304400,House,6,93,6,563,558
1/07/2022,304500,House,21,117,12,515,531
1/07/2022,304600,House,9,90,9,570,545
1/07/2022,304800,House,6,63,6,595,579
1/07/2022,305100,House,6,72,6,550,565
1/07/2022,305200,House,6,66,3,525,528
1/07/2022,305300,House,6,84,6,525,671
1/07/2022,305400,House,6,78,9,550,558
1/07/2022,305500,House,6,33,0,565,605
1/07/2022,305600,House,6,81,3,533,549
1/07/2022,305800,House,6,78,3,550,562
1/07/2022,305900,House,6,87,6,610,605
1/07/2022,306000,House,6,84,6,615,622
1/07/2022,306800,House,12,105,9,500,488
1/07/2022,307100,House,6,54,6,525,535
1/07/2022,307500,House,6,57,3,525,541
1/07/2022,307600,House,9,63,9,540,529
1/07/2022,307800,House,9,72,6,528,529
1/07/2022,307900,House,9,60,6,530,557
1/07/2022,308000,House,6,39,6,533,534
1/07/2022,308100,House,9,87,9,500,519
1/07/2022,308200,House,9,69,9,540,521
1/07/2022,308400,House,6,87,9,530,526
1/07/2022,308600,House,9,60,15,510,541
1/07/2022,308900,House,9,57,6,400,397
1/07/2022,309400,House,12,93,6,420,416
1/07/2022,310100,House,6,57,3,383,381
1/07/2022,310500,House,6,39,3,370,368
1/07/2022,312900,House,6,45,0,458,463
1/07/2022,314700,House,9,69,3,560,514
1/07/2022,315400,House,6,69,9,575,559
1/07/2022,315800,House,6,30,9,573,475
1/07/2022,317300,House,6,114,9,520,538
1/07/2022,317700,House,6,90,0,565,565
1/07/2022,317800,House,9,162,12,530,525
1/07/2022,318000,House,12,126,9,518,537
1/07/2022,318100,House,6,33,3,513,515
1/07/2022,318300,House,9,141,6,550,544
1/07/2022,318400,House,12,24,3,595,547
1/07/2022,318900,House,6,39,0,583,583
1/07/2022,319000,House,6,102,6,540,528
1/07/2022,319200,House,9,171,9,500,524
1/07/2022,319300,House,9,114,6,480,475
1/07/2022,319400,House,9,66,3,510,503
1/07/2022,319500,House,12,120,9,560,564
1/07/2022,319600,House,6,105,6,460,468
1/07/2022,319700,House,6,114,6,565,559
1/07/2022,319800,House,24,87,3,181,248
1/07/2022,319900,House,12,162,12,550,564
1/07/2022,320100,House,9,117,12,465,476
1/07/2022,320200,House,12,144,12,505,478
1/07/2022,320300,House,6,120,6,533,520
1/07/2022,320500,House,12,102,6,450,475
1/07/2022,320600,House,6,87,3,565,526
1/07/2022,320700,House,6,102,6,530,531
1/07/2022,320800,House,6,90,6,550,511
1/07/2022,321000,House,6,114,6,545,549
1/07/2022,321100,House,12,222,12,485,485
1/07/2022,321400,House,6,78,9,595,602
1/07/2022,321700,House,6,84,0,505,507
1/07/2022,321900,House,6,87,6,548,530
1/07/2022,322000,House,6,69,6,490,490
1/07/2022,322100,House,15,87,12,580,575
1/07/2022,322200,House,6,60,6,623,608
